CountyName,OwnerName_Grouped,OwnerName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,PropType,TotalAcres,Rank
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,120.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,655.92,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,40.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,337.12,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,618.4,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,40.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,160.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,160.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,560.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,80.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,658.28,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,664.16,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,320.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,80.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,602.32,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,484.6,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,643.88,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,160.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,80.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,647.6,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,628.85,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,629.16,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHALOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,630.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,631.48,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,160.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,40.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,360.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,629.69,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,477.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,632.6,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,630.04,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,120.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,120.68,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,40.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,400.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,639.56,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,638.96,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,638.68,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,560.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,80.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHALOTTE,NC,Vacant Land,643.28,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX PIONTE DR STE B,,CHARLOTTE,NC,Vacant Land,320.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,320.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,645.32,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,445.24,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,446.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,447.28,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,249.2,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,450.44,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,434.36,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,306.72,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,306.64,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,280.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,122.13,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,160.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,400.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,80.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,520.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,120.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTEE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,400.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,40.23,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,600.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,40.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,400.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,81.14,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,209.52,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,615.24,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,520.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,120.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,40.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,600.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,640.0,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,509.24,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,505.44,4
Sanders,GREEN DIAMOND MONTANA TIMBERLANDS LLC,GREEN DIAMOND MONTANA TIMBERLANDS LLC,C/O ORBIS INC,8809 LENOX POINTE DR STE B,,CHARLOTTE,NC,Vacant Land,485.65,4
